variable_name,source,original_name,N_nonmissing,pct_missing,is_numeric,mean,sd,label
c2402_neonatal_neurological_examination_17,c2402,neonatal_neurological_examination_17,46752,22.1,TRUE,9.9887,4.6733,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_14,c2402,neurological_examination_14,46752,22.1,TRUE,27.7937,44.1149,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_19,c2402,neonatal_neurological_examination_19,46752,22.1,TRUE,30.8276,42.7241,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_16,c2402,neurological_examination_16,46752,22.1,TRUE,27.6284,44.0696,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_21,c2402,neonatal_neurological_examination_21,46752,22.1,TRUE,27.9209,38.8019,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_18,c2402,neurological_examination_18,46752,22.1,TRUE,2.8128,6.2001,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_23,c2402,neonatal_neurological_examination_23,52940,11.79,TRUE,22.0469,38.6284,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_20,c2402,neurological_examination_20,52940,11.79,TRUE,0.6153,3.8423,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_25,c2402,neonatal_neurological_examination_25,52940,11.79,TRUE,0.4785,3.9009,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_22,c2402,neurological_examination_22,52940,11.79,TRUE,0.7616,4.9035,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_27,c2402,neonatal_neurological_examination_27,52940,11.79,TRUE,0.4378,4.3222,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_24,c2402,neurological_examination_24,46752,22.1,TRUE,0.3328,2.8293,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_29,c2402,neonatal_neurological_examination_29,46752,22.1,TRUE,0.1545,2.2261,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_26,c2402,neurological_examination_26,46752,22.1,TRUE,0.4304,5.0137,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_27,c2402,neurological_examination_27,46752,22.1,TRUE,0.0216,0.235,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_31,c2402,neonatal_neurological_examination_31,46752,22.1,TRUE,0.3276,2.8694,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_29,c2402,neurological_examination_29,46752,22.1,TRUE,1.1216,7.7957,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_33,c2402,neonatal_neurological_examination_33,46752,22.1,TRUE,0.0842,1.789,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_31,c2402,neurological_examination_31,46752,22.1,TRUE,0.2453,3.7527,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_35,c2402,neonatal_neurological_examination_35,46752,22.1,TRUE,0.1965,2.3011,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_33,c2402,neurological_examination_33,46752,22.1,TRUE,0.7005,6.3493,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_37,c2402,neonatal_neurological_examination_37,46752,22.1,TRUE,0.1608,2.1445,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_35,c2402,neurological_examination_35,46752,22.1,TRUE,0.5378,5.5529,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_39,c2402,neonatal_neurological_examination_39,46752,22.1,TRUE,0.0322,1.3238,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_37,c2402,neurological_examination_37,46752,22.1,TRUE,0.1483,2.4418,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_41,c2402,neonatal_neurological_examination_41,46752,22.1,TRUE,0.0398,1.3303,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_43,c2402,neonatal_neurological_examination_43,52940,11.79,TRUE,367.811,12623.5545,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_39,c2402,neurological_examination_39,46752,22.1,TRUE,0.2247,2.8792,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_44,c2402,neonatal_neurological_examination_44,46752,22.1,TRUE,0.0859,1.4142,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_41,c2402,neurological_examination_41,52940,11.79,TRUE,0.5553,4.3103,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_46,c2402,neonatal_neurological_examination_46,52940,11.79,TRUE,9.0709,2.1652,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_43,c2402,neurological_examination_43,52940,11.79,TRUE,98.4993,6.3031,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_48,c2402,neonatal_neurological_examination_48,52940,11.79,TRUE,98.7476,4.5088,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_45,c2402,neurological_examination_45,52940,11.79,TRUE,89.6224,5.508,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_50,c2402,neonatal_neurological_examination_50,52940,11.79,TRUE,9.0707,2.1824,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_47,c2402,neurological_examination_47,52940,11.79,TRUE,97.605,11.157,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_52,c2402,neonatal_neurological_examination_52,52940,11.79,TRUE,98.8359,1.9797,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_49,c2402,neurological_examination_49,52940,11.79,TRUE,89.3124,6.606,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_54,c2402,neonatal_neurological_examination_54,52940,11.79,TRUE,0.1645,2.4598,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_51,c2402,neurological_examination_51,52940,11.79,TRUE,0.771,3.82,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_56,c2402,neonatal_neurological_examination_56,52940,11.79,TRUE,0.0826,2.3595,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_53,c2402,neurological_examination_53,52940,11.79,TRUE,0.0187,0.2458,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_f05a1402,c1402,f05a1402,52937,11.8,TRUE,6.6031,3.4359,f05a1402
c1402_f05b1402,c1402,f05b1402,52937,11.8,TRUE,15.6963,8.757,f05b1402
c1402_f05c1402,c1402,f05c1402,52937,11.8,TRUE,62.5253,1.9382,f05c1402
c1402_f06a1402,c1402,f06a1402,52937,11.8,TRUE,12.3943,9.663,f06a1402
c1402_f06b1402,c1402,f06b1402,52937,11.8,TRUE,46.7536,12.1923,f06b1402
c1402_neonatal_neurological_examination_2,c1402,neonatal_neurological_examination_2,52937,11.8,TRUE,23.1702,33.1948,"CHILD, NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_2,c1402,neurological_examination_2,52937,11.8,TRUE,23779876461647180,33363852228110532,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_3,c1402,neurological_examination_3,60016,0,FALSE,"","","CHILD, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_4,c1402,neurological_examination_4,52937,11.8,TRUE,5.2375,3.0846,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_3,c1402,neonatal_neurological_examination_3,52937,11.8,TRUE,60.0413,31.2714,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_6,c1402,neurological_examination_6,52937,11.8,TRUE,7.6664,3.0047,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_5,c1402,neonatal_neurological_examination_5,52937,11.8,TRUE,92.3073,19.4433,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_seq_number_sequence_form_type_form_numbe,c1402,seq_number_sequence_form_type_form_numbe,52937,11.8,TRUE,836.4452,198.8192,"SEQ NUMBER (SEQUENCE, FORM TYPE, FORM NUMBER, PARTITION NUMBER)"
c1402_neonatal_neurological_examination_7,c1402,neonatal_neurological_examination_7,52937,11.8,TRUE,11.3135,13.0882,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_compute_heading,c1402,compute_heading,52937,11.8,TRUE,11773432.4828,13107180.4972,COMPUTE HEADING
c1402_neonatal_neurological_examination_10,c1402,neonatal_neurological_examination_10,52937,11.8,TRUE,45.6354,28.575,"CHILD, NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_11,c1402,neonatal_neurological_examination_11,52937,11.8,TRUE,35.6799,9.9987,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_13,c1402,neonatal_neurological_examination_13,52937,11.8,TRUE,43.7603,33.4245,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_other_neurological_examination,c1402,other_neurological_examination,60016,0,FALSE,"","","OTHER CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_15,c1402,neonatal_neurological_examination_15,52937,11.8,TRUE,40.3434,16.7368,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_procedure,c1402,procedure,60016,0,FALSE,"","",PROCEDURE
c1402_neonatal_neurological_examination_17,c1402,neonatal_neurological_examination_17,52937,11.8,TRUE,20.1453,31.851,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_14,c1402,neurological_examination_14,52937,11.8,TRUE,37.1174,18.3833,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_19,c1402,neonatal_neurological_examination_19,52937,11.8,TRUE,39.9075,28.3835,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_16,c1402,neurological_examination_16,52937,11.8,TRUE,45.5812,16.344,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_21,c1402,neonatal_neurological_examination_21,52937,11.8,TRUE,44.8199,31.0185,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_18,c1402,neurological_examination_18,52937,11.8,TRUE,46.9433,17.9245,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_23,c1402,neonatal_neurological_examination_23,52937,11.8,TRUE,46.3444,31.7723,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_20,c1402,neurological_examination_20,52937,11.8,TRUE,54.4755,25.2918,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_25,c1402,neonatal_neurological_examination_25,52937,11.8,TRUE,57.5186,34.0208,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_22,c1402,neurological_examination_22,52937,11.8,TRUE,90.4285,20.6358,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_27,c1402,neonatal_neurological_examination_27,52937,11.8,TRUE,75.3218,30.7851,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_24,c1402,neurological_examination_24,46750,22.1,TRUE,0.8954,2.977,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_29,c1402,neonatal_neurological_examination_29,46749,22.11,TRUE,6.0689,14.9843,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_26,c1402,neurological_examination_26,52936,11.8,TRUE,0.2438,1.323,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_27,c1402,neurological_examination_27,52936,11.8,TRUE,0.0746,0.2754,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_31,c1402,neonatal_neurological_examination_31,52937,11.8,TRUE,2.9122,4.0534,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_29,c1402,neurological_examination_29,52937,11.8,TRUE,21.9572,28.4775,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_33,c1402,neonatal_neurological_examination_33,52937,11.8,TRUE,3.0451,6.0788,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_31,c1402,neurological_examination_31,52937,11.8,TRUE,1.2289,3.3099,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_35,c1402,neonatal_neurological_examination_35,52937,11.8,TRUE,0.5813,2.6425,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_33,c1402,neurological_examination_33,52937,11.8,TRUE,0.0466,0.9779,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_neonatal_neurological_examination_37,c1402,neonatal_neurological_examination_37,52937,11.8,TRUE,0.0307,0.8042,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_35,c1402,neurological_examination_35,52937,11.8,TRUE,0.6407,1.6644,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_physical_exam_predicted_from_above_2,c1402,physical_exam_predicted_from_above_2,52937,11.8,TRUE,3.7266,4.829,"CHILD, PHYSICAL EXAM, PREDICTED FROM ABOVE"
c1402_neurological_examination_37,c1402,neurological_examination_37,46750,22.1,TRUE,3.1399,8.2058,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_physical_exam_predicted_from_above_3,c1402,physical_exam_predicted_from_above_3,46749,22.11,TRUE,0.9482,2.767,"CHILD, PHYSICAL EXAM, PREDICTED FROM ABOVE"
c1402_neonatal_neurological_examination_43,c1402,neonatal_neurological_examination_43,52937,11.8,TRUE,8399.1632,26220.5171,"NEONATAL, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_39,c1402,neurological_examination_39,52936,11.8,TRUE,5.6606,15.1802,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_physical_exam_predicted_from_above_4,c1402,physical_exam_predicted_from_above_4,52937,11.8,TRUE,0.2557,1.7789,"CHILD, PHYSICAL EXAM, PREDICTED FROM ABOVE"
c1402_neurological_examination_41,c1402,neurological_examination_41,52937,11.8,TRUE,1.8389,8.5597,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_physical_exam_predicted_from_above_5,c1402,physical_exam_predicted_from_above_5,52937,11.8,TRUE,0.0586,1.3598,"CHILD, PHYSICAL EXAM, PREDICTED FROM ABOVE"
c1402_neurological_examination_43,c1402,neurological_examination_43,52937,11.8,TRUE,0.3182,3.1898,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_physical_exam_predicted_from_above_6,c1402,physical_exam_predicted_from_above_6,46750,22.1,TRUE,0.1011,1.3163,"CHILD, PHYSICAL EXAM, PREDICTED FROM ABOVE"
c1402_neurological_examination_45,c1402,neurological_examination_45,46749,22.11,TRUE,0.9619,5.4297,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_physical_exam_predicted_from_above_7,c1402,physical_exam_predicted_from_above_7,46749,22.11,TRUE,2.5383,6.3858,"CHILD, PHYSICAL EXAM, PREDICTED FROM ABOVE"
c1402_neurological_examination_47,c1402,neurological_examination_47,46749,22.11,TRUE,3.9978,6.7743,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_physical_exam_predicted_from_above_8,c1402,physical_exam_predicted_from_above_8,46749,22.11,TRUE,4.3124,7.3178,"CHILD, PHYSICAL EXAM, PREDICTED FROM ABOVE"
c1402_study_neurological_examination,c1402,study_neurological_examination,46749,22.11,TRUE,48.2023,941.4684,"STUDY CHILD, NEUROLOGICAL EXAMINATION"
c1402_neurological_examination_49,c1402,neurological_examination_49,46749,22.11,TRUE,0.9308,5.0101,"CHILD, NEUROLOGICAL EXAMINATION"
c1402_physical_exam_predicted_from_above_9,c1402,physical_exam_predicted_from_above_9,46749,22.11,TRUE,0.3131,0.5239,"CHILD, PHYSICAL EXAM, PREDICTED FROM ABOVE"
c3402_f02a3402,c3402,f02a3402,52906,11.85,TRUE,6.6034,3.4351,f02a3402
c3402_f02b3402,c3402,f02b3402,52906,11.85,TRUE,15.6976,8.7561,f02b3402
c3402_f02c3402,c3402,f02c3402,52906,11.85,TRUE,62.5233,1.9373,f02c3402
c3402_f02d3402,c3402,f02d3402,52906,11.85,TRUE,12.3961,9.6802,f02d3402
c3402_f02e3402,c3402,f02e3402,52906,11.85,TRUE,46.7515,12.2022,f02e3402
c3402_neonatal_neurological_examination_2,c3402,neonatal_neurological_examination_2,52906,11.85,TRUE,23.1714,33.1952,"CHILD, NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_2,c3402,neurological_examination_2,60016,0,FALSE,"","","CHILD, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_3,c3402,neurological_examination_3,60016,0,FALSE,"","","CHILD, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_4,c3402,neurological_examination_4,52906,11.85,TRUE,5.2376,3.0846,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_3,c3402,neonatal_neurological_examination_3,52906,11.85,TRUE,60.0419,31.2713,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_6,c3402,neurological_examination_6,52906,11.85,TRUE,7.666,3.0054,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_5,c3402,neonatal_neurological_examination_5,52906,11.85,TRUE,92.3055,19.4493,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_7,c3402,neonatal_neurological_examination_7,52906,11.85,TRUE,11.3194,13.1072,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_compute_heading,c3402,compute_heading,60016,0,FALSE,"","",COMPUTE HEADING
c3402_neonatal_neurological_examination_10,c3402,neonatal_neurological_examination_10,52906,11.85,TRUE,45.6301,28.5797,"CHILD, NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_11,c3402,neonatal_neurological_examination_11,52906,11.85,TRUE,27.4327,12.7002,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_13,c3402,neonatal_neurological_examination_13,52906,11.85,TRUE,1.3066,4.4645,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_15,c3402,neonatal_neurological_examination_15,52906,11.85,TRUE,0.5824,4.1806,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_procedure,c3402,procedure,60016,0,FALSE,"","",PROCEDURE
c3402_neonatal_neurological_examination_17,c3402,neonatal_neurological_examination_17,52906,11.85,TRUE,0.2796,4.4244,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_14,c3402,neurological_examination_14,52906,11.85,TRUE,0.9415,6.3249,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_19,c3402,neonatal_neurological_examination_19,52906,11.85,TRUE,0.3271,4.278,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_16,c3402,neurological_examination_16,52906,11.85,TRUE,0.859,7.7779,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_21,c3402,neonatal_neurological_examination_21,52906,11.85,TRUE,0.3736,4.5149,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_18,c3402,neurological_examination_18,52906,11.85,TRUE,2.1044,8.4407,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_23,c3402,neonatal_neurological_examination_23,52906,11.85,TRUE,12.9465,8.971,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_20,c3402,neurological_examination_20,52906,11.85,TRUE,14.4889,12.7291,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_25,c3402,neonatal_neurological_examination_25,52906,11.85,TRUE,31.0551,30.166,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_22,c3402,neurological_examination_22,52906,11.85,TRUE,77.3361,29.4754,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_27,c3402,neonatal_neurological_examination_27,52906,11.85,TRUE,5.6408,16.8276,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_24,c3402,neurological_examination_24,52906,11.85,TRUE,6.2326,17.3667,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_29,c3402,neonatal_neurological_examination_29,52906,11.85,TRUE,24.1565,34.2962,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_26,c3402,neurological_examination_26,52906,11.85,TRUE,71.0083,35.959,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_27,c3402,neurological_examination_27,46718,22.16,TRUE,0.0419,0.598,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_31,c3402,neonatal_neurological_examination_31,46718,22.16,TRUE,0.5954,6.6092,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_29,c3402,neurological_examination_29,46718,22.16,TRUE,1.8662,9.057,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_33,c3402,neonatal_neurological_examination_33,46718,22.16,TRUE,1.5145,5.9265,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_31,c3402,neurological_examination_31,52906,11.85,TRUE,4.6585,17.8448,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_35,c3402,neonatal_neurological_examination_35,52906,11.85,TRUE,0.9409,3.2905,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_33,c3402,neurological_examination_33,52906,11.85,TRUE,7.0888,16.0127,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_37,c3402,neonatal_neurological_examination_37,52906,11.85,TRUE,0.1007,2.5414,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_35,c3402,neurological_examination_35,52906,11.85,TRUE,0.2881,3.409,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_39,c3402,neonatal_neurological_examination_39,46718,22.16,TRUE,0.0591,2.2487,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_37,c3402,neurological_examination_37,52906,11.85,TRUE,0.1191,2.5844,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_41,c3402,neonatal_neurological_examination_41,52906,11.85,TRUE,0.0911,2.5293,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_43,c3402,neonatal_neurological_examination_43,60016,0,FALSE,"","","NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_39,c3402,neurological_examination_39,52906,11.85,TRUE,0.2974,3.517,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_44,c3402,neonatal_neurological_examination_44,46718,22.16,TRUE,0.063,2.2585,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_41,c3402,neurological_examination_41,52906,11.85,TRUE,0.1307,2.7047,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_46,c3402,neonatal_neurological_examination_46,52906,11.85,TRUE,0.0653,2.5099,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_43,c3402,neurological_examination_43,52906,11.85,TRUE,0.0801,2.6109,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_48,c3402,neonatal_neurological_examination_48,52906,11.85,TRUE,0.0658,2.5111,"NEONATAL, NEUROLOGICAL EXAMINATION"
c3402_neurological_examination_45,c3402,neurological_examination_45,52906,11.85,TRUE,0.0664,2.259,"CHILD, NEUROLOGICAL EXAMINATION"
c3402_neonatal_neurological_examination_50,c3402,neonatal_neurological_examination_50,46718,22.16,TRUE,0.2465,2.4908,"NEONATAL, NEUROLOGICAL EXAMINATION"
